date,slot,home,away,prediction,actual_winner,correct,confidence,ml_home_prob,ml_away_prob,ml_intervened,pattern_reason,home_win_desc,away_win_desc,slot_fav_desc,bm_label,actual,home_score,away_score,winner
2026-06-21,1.0,Kiwoom Heroes,Lotte Giants,AWAY(0),AWAY(0),1.0,0.85,0.4,0.6,,배당↓팀이김 13/13(100%) : Lotte Giants (팀패턴충돌: 홈 승 패턴(79%) + 원정 패 패턴(77%) ※정배패턴충돌(정배승 18경기(원정정배))) ※반대신호[홈승79%+원정패77%] -15% +H2H원정우세(80%n=5),다수결 ↑1 45/72(64%),다수결 ↓0 62/66(94%),다수결 ↑1 60/86(70%),배당↓팀이김 13/13(100%) : Lotte Giants,,,,
2026-06-21,2.0,LG Twins,Doosan Bears,HOME(1),HOME(1),1.0,0.55,0.6,0.4,,ML우선(BM불명확) 홈=60% [팀패턴: 팀승패 충돌 (둘 다 승 예측)] ※반대신호[원정승77%] -15% +H2H홈우세(80%n=5),다수결 ↑1 61/96(64%),다수결 ↑1 60/81(75%),균형(32↑:28↓) → 불규칙,불명확 6/7,,,,
2026-06-21,3.0,Hanwha Eagles,Samsung Lions,HOME(1),AWAY(0),0.0,0.763,0.52,0.48,,홈 승 패턴(79%) + 원정 패 패턴(77%) + 정배패턴일치(정배승 18경기(홈정배)) -H2H역상관(원정60%우세),다수결 ↑1 48/73(69%),다수결 ↓0 35/54(69%),다수결 ↑1 24/33(74%),배당↓팀이김 8/11(73%) (방향미확인),,,,
2026-06-21,4.0,KT Wiz Suwon,KIA Tigers,AWAY(0),AWAY(0),1.0,0.6,0.565,0.435,,배당↑팀이김 12/15(80%) : KIA Tigers (팀패턴충돌: 홈 승 패턴(77%) + 원정 패 패턴(77%) ※정배패턴충돌(역배승 18경기(홈정배))) ※반대신호[홈승77%+원정패77%] -15% -H2H역상관(홈60%우세),다수결 ↑1 77/89(87%),다수결 ↓0 62/86(73%),다수결 ↓0 27/47(60%),배당↑팀이김 12/15(80%) : KIA Tigers,,,,
2026-06-21,5.0,NC Dinos,SSG Landers,HOME(1),AWAY(0),0.0,0.85,0.64,0.36,,배당↓팀이김 14/14(100%) : NC Dinos (팀패턴일치: 슬롯정배패턴(정배승 18경기(홈정배))) ※반대신호[홈패83%] -15% +H2H홈우세(60%n=5),다수결 ↓0 59/83(71%),다수결 ↓0 44/70(62%),다수결 ↑1 40/46(88%),배당↓팀이김 14/14(100%) : NC Dinos,,,,
2026-06-23,1.0,Hanwha Eagles,Doosan Bears,HOME(1),HOME(1),1.0,0.757,0.565,0.435,,배당↓팀이김 12/14(86%) : Hanwha Eagles (팀패턴충돌: 홈 패 패턴(77%) + 원정 승 패턴(77%) + 정배패턴일치(역배승 18경기(홈정배))) ※반대신호[원정승77%+홈패77%+슬롯원정] -15% +H2H홈우세(60%n=5),다수결 ↓0 50/54(93%),다수결 ↑1 41/66(62%),다수결 ↓0 24/35(66%),배당↓팀이김 12/14(86%) : Hanwha Eagles,,,,
2026-06-23,2.0,Kiwoom Heroes,KIA Tigers,AWAY(0),AWAY(0),1.0,0.85,0.405,0.595,,배당↓팀이김 11/11(100%) : KIA Tigers (팀패턴일치: 홈 패 패턴(83%) + 원정 승 패턴(77%) ※정배패턴충돌(역배승 18경기(원정정배))) ※반대신호[슬롯홈] -15% +H2H원정우세(100%n=5),다수결 ↓0 55/86(63%),다수결 ↑1 41/73(57%),다수결 ↓0 54/67(80%),배당↓팀이김 11/11(100%) : KIA Tigers,,,,
2026-06-23,3.0,KT Wiz Suwon,SSG Landers,HOME(1),HOME(1),1.0,0.5,0.58,0.42,,ML우선(BM불명확) 홈=58% [팀패턴: 슬롯정배패턴(정배승 18경기(홈정배))] ※반대신호[홈패77%] -15% -H2H역상관(원정60%우세),다수결 ↓0 32/52(63%),다수결 ↓0 39/63(59%),다수결 ↑1 46/76(61%),불명확 5/4,,,,
2026-06-23,4.0,LG Twins,Samsung Lions,HOME(1),HOME(1),1.0,0.8,0.625,0.375,,배당↓팀이김 3/3(100%) : LG Twins (팀패턴충돌: 홈 패 패턴(83%) + 원정 승 패턴(77%)) ※반대신호[원정승77%+홈패83%] -15% -H2H역상관(원정60%우세),다수결 ↓0 48/79(62%),다수결 ↑1 68/76(90%),균형(37↑:35↓) → 불규칙,배당↓팀이김 3/3(100%) : LG Twins,,,,
2026-06-23,5.0,Lotte Giants,NC Dinos,AWAY(0),HOME(1),0.0,0.85,0.53,0.47,,배당↑팀이김 15/15(100%) : NC Dinos (팀패턴일치: 홈 패 패턴(77%) (원정 불규칙) + 정배패턴일치(정배승 18경기(원정정배))) +H2H원정우세(60%n=5),다수결 ↓0 50/70(72%),균형(44↑:44↓) → 불규칙,다수결 ↑1 66/105(64%),배당↑팀이김 15/15(100%) : NC Dinos,,,,
2026-06-24,1.0,Hanwha Eagles,Doosan Bears,AWAY(0),AWAY(0),1.0,0.5,0.635,0.365,,배당↑팀이김 9/14(64%) : Doosan Bears (팀패턴일치: 슬롯정배패턴(역배승 18경기(홈정배))) ※반대신호[원정패79%] -15% -H2H역상관(홈60%우세),다수결 ↓0 48/65(70%),다수결 ↓0 42/66(63%),다수결 ↓0 61/72(86%),배당↑팀이김 9/14(64%) : Doosan Bears,,,,
2026-06-24,2.0,Kiwoom Heroes,KIA Tigers,HOME(1),AWAY(0),0.0,0.8,0.43,0.57,,배당↓팀이김 15/15(100%) : Kiwoom Heroes (팀패턴충돌: 원정 승 패턴(81%) (홈 불규칙) ※정배패턴충돌(역배승 18경기(원정정배))) ※반대신호[원정승81%] -15% -H2H역상관(원정100%우세),균형(42↑:44↓) → 불규칙,다수결 ↑1 41/64(64%),다수결 ↓0 43/61(71%),배당↓팀이김 15/15(100%) : Kiwoom Heroes,,,,
2026-06-24,3.0,KT Wiz Suwon,SSG Landers,HOME(1),AWAY(0),0.0,0.5,0.59,0.41,,배당↓팀이김 6/10(60%) : KT Wiz Suwon (팀패턴 불규칙) ※반대신호[홈패77%] -15% -H2H역상관(원정60%우세),다수결 ↓0 66/80(80%),다수결 ↓0 54/74(70%),균형(22↑:17↓) → 불규칙,배당↓팀이김 6/10(60%) : KT Wiz Suwon,,,,
2026-06-24,4.0,LG Twins,Samsung Lions,HOME(1),HOME(1),1.0,0.85,0.655,0.345,,배당↓팀이김 14/14(100%) : LG Twins (팀패턴일치: 홈 승 패턴(79%) (원정 불규칙) + 정배패턴일치(정배승 18경기(홈정배))) +H2H홈우세(60%n=5),다수결 ↑1 52/75(69%),균형(22↑:22↓) → 불규칙,다수결 ↑1 65/84(78%),배당↓팀이김 14/14(100%) : LG Twins,,,,
2026-06-24,5.0,Lotte Giants,NC Dinos,HOME(1),HOME(1),1.0,0.85,0.42,0.58,,배당↓팀이김 14/15(93%) : Lotte Giants (팀패턴일치: 원정 패 패턴(79%) (홈 불규칙)) -H2H역상관(원정60%우세),균형(37↑:33↓) → 불규칙,다수결 ↓0 47/82(60%),균형(21↑:16↓) → 불규칙,배당↓팀이김 14/15(93%) : Lotte Giants,,,,
2026-06-25,1.0,Hanwha Eagles,Doosan Bears,AWAY(0),AWAY(0),1.0,0.669,0.6,0.4,,배당↓팀이김 10/13(77%) : Doosan Bears (팀패턴충돌: 슬롯정배패턴(역배승 18경기(원정정배))) ※반대신호[원정패83%+슬롯홈] -15% +H2H원정우세(60%n=5),다수결 ↓0 41/65(67%),다수결 ↓0 52/90(57%),다수결 ↓0 72/94(77%),배당↓팀이김 10/13(77%) : Doosan Bears,,,,
2026-06-25,2.0,Kiwoom Heroes,KIA Tigers,AWAY(0),AWAY(0),1.0,0.833,0.51,0.49,,배당↓팀이김 14/15(93%) : KIA Tigers (팀패턴일치: 슬롯정배패턴(정배승 18경기(원정정배))) ※반대신호[원정패81%] -15% +H2H원정우세(100%n=5),다수결 ↓0 57/87(65%),다수결 ↓0 45/65(70%),다수결 ↑1 34/52(64%),배당↓팀이김 14/15(93%) : KIA Tigers,,,,
2026-06-25,3.0,KT Wiz Suwon,SSG Landers,HOME(1),HOME(1),1.0,0.85,0.585,0.415,,배당↓팀이김 15/15(100%) : KT Wiz Suwon (팀패턴일치: 홈 승 패턴(78%) (원정 불규칙) + 정배패턴일치(정배승 18경기(홈정배))) -H2H역상관(원정60%우세),다수결 ↑1 52/80(62%),균형(22↑:24↓) → 불규칙,다수결 ↑1 57/63(90%),배당↓팀이김 15/15(100%) : KT Wiz Suwon,,,,
2026-06-25,4.0,LG Twins,Samsung Lions,HOME(1),AWAY(0),0.0,0.55,0.61,0.39,,ML우선(BM불명확) 홈=61% [팀패턴: 원정 승 패턴(78%) (홈 불규칙) ※정배패턴충돌(역배승 18경기(원정정배))] ※반대신호[원정승78%] -15% +H2H홈우세(60%n=5),균형(39↑:36↓) → 불규칙,다수결 ↑1 61/75(81%),다수결 ↓0 53/93(57%),불명확 6/8,,,,
2026-06-25,5.0,Lotte Giants,NC Dinos,HOME(1),AWAY(0),0.0,0.829,0.5,0.5,,배당↑팀이김 13/14(93%) : Lotte Giants (팀패턴 불규칙) ※반대신호[홈패81%] -15% +H2H홈우세(60%n=5),다수결 ↓0 45/69(67%),다수결 ↓0 46/85(56%),균형(47↑:37↓) → 불규칙,배당↑팀이김 13/14(93%) : Lotte Giants,,,,
2026-06-26,1.0,Doosan Bears,KIA Tigers,AWAY(0),HOME(1),0.0,0.65,0.475,0.525,,슬롯정배패턴(정배승 18경기(원정정배)) ※반대신호[홈승79%] -15% +H2H원정우세(60%n=5),다수결 ↑1 44/66(70%),다수결 ↑1 39/56(69%),다수결 ↑1 39/63(63%),배당↓팀이김 12/13(92%) (방향미확인),,,,
2026-06-26,2.0,SSG Landers,Hanwha Eagles,HOME(1),AWAY(0),0.0,0.772,0.52,0.48,,홈 승 패턴(77%) + 원정 패 패턴(81%) + 정배패턴일치(역배승 18경기(원정정배)) -H2H역상관(원정60%우세),다수결 ↑1 79/85(93%),다수결 ↓0 26/33(80%),다수결 ↓0 31/53(60%),배당↓팀이김 14/15(93%) (방향미확인),,,,
2026-06-26,3.0,NC Dinos,Kiwoom Heroes,HOME(1),HOME(1),1.0,0.55,0.585,0.415,,홈 승 패턴(79%) (원정 불규칙) ※정배패턴충돌(역배승 18경기(홈정배)) ※반대신호[슬롯원정] -15% +H2H홈우세(60%n=5),다수결 ↑1 66/83(81%),균형(40↑:48↓) → 불규칙,다수결 ↓0 48/66(72%),배당↓팀이김 15/15(100%) (방향미확인),,,,
2026-06-26,4.0,Samsung Lions,KT Wiz Suwon,HOME(1),HOME(1),1.0,0.692,0.51,0.49,,홈 승 패턴(81%) + 원정 패 패턴(83%) ※정배패턴충돌(역배승 18경기(홈정배)) ※반대신호[슬롯원정] -15% +H2H홈우세(60%n=5),다수결 ↑1 71/109(66%),다수결 ↓0 84/106(78%),다수결 ↓0 50/77(62%),배당↑팀이김 7/10(70%) (방향미확인),,,,
2026-06-26,5.0,Lotte Giants,LG Twins,HOME(1),HOME(1),1.0,0.802,0.455,0.545,,홈 승 패턴(83%) + 원정 패 패턴(81%) + 정배패턴일치(역배승 18경기(원정정배)) -H2H역상관(원정60%우세),다수결 ↑1 54/92(58%),다수결 ↓0 56/78(75%),다수결 ↓0 57/92(60%),배당↑팀이김 7/7(100%) (방향미확인),,,,
2026-06-28,1.0,Doosan Bears,KIA Tigers,AWAY(0),AWAY(0),1.0,0.5,0.54,0.46,,배당↑팀이김 9/13(69%) : KIA Tigers (팀패턴충돌: 홈 승 패턴(79%) (원정 불규칙)) ※반대신호[홈승79%] -15% -H2H역상관(홈80%우세),다수결 ↑1 50/84(61%),균형(29↑:33↓) → 불규칙,균형(47↑:40↓) → 불규칙,배당↑팀이김 9/13(69%) : KIA Tigers,,,,
2026-06-28,2.0,SSG Landers,Hanwha Eagles,HOME(1),AWAY(0),0.0,0.733,0.45,0.55,,배당↑팀이김 14/15(93%) : SSG Landers (팀패턴일치: 홈 승 패턴(77%) + 원정 패 패턴(79%) ※정배패턴충돌(정배승 18경기(원정정배))) ※반대신호[슬롯원정] -15% -H2H역상관(원정100%우세),다수결 ↑1 36/51(70%),다수결 ↓0 22/36(57%),다수결 ↑1 43/54(79%),배당↑팀이김 14/15(93%) : SSG Landers,,,,
2026-06-28,3.0,NC Dinos,Kiwoom Heroes,AWAY(0),HOME(1),0.0,0.807,0.565,0.435,,배당↑팀이김 12/14(86%) : Kiwoom Heroes (팀패턴일치: 홈 패 패턴(79%) + 원정 승 패턴(83%)) -H2H역상관(홈60%우세),다수결 ↓0 64/93(68%),다수결 ↑1 38/70(56%),균형(29↑:30↓) → 불규칙,배당↑팀이김 12/14(86%) : Kiwoom Heroes,,,,
2026-06-28,4.0,Samsung Lions,KT Wiz Suwon,AWAY(0),HOME(1),0.0,0.729,0.58,0.42,,배당↑팀이김 13/14(93%) : KT Wiz Suwon (팀패턴일치: 홈 패 패턴(82%) + 원정 승 패턴(82%) ※정배패턴충돌(역배승 18경기(원정정배))) ※반대신호[슬롯홈] -15% -H2H역상관(홈60%우세),다수결 ↓0 44/60(72%),다수결 ↑1 40/47(85%),다수결 ↓0 56/84(67%),배당↑팀이김 13/14(93%) : KT Wiz Suwon,,,,
2026-06-28,5.0,Lotte Giants,LG Twins,AWAY(0),HOME(1),0.0,0.65,0.525,0.475,,슬롯정배패턴(정배승 18경기(원정정배)) ※반대신호[홈승77%] -15% +H2H원정우세(60%n=5),다수결 ↑1 47/65(68%),다수결 ↑1 66/84(78%),다수결 ↑1 39/62(65%),불명확 8/7,,,,
2026-06-30,1.0,Doosan Bears,Lotte Giants,HOME(1),HOME(1),1.0,0.829,0.48,0.52,,배당↓팀이김 13/14(93%) : Doosan Bears (팀패턴충돌: 홈 패 패턴(79%) + 원정 승 패턴(78%) + 정배패턴일치(정배승 18경기(원정정배))) ※반대신호[원정승78%+홈패79%+슬롯원정] -15% +H2H홈우세(80%n=5),다수결 ↓0 62/89(70%),다수결 ↑1 41/65(66%),다수결 ↑1 39/55(70%),배당↓팀이김 13/14(93%) : Doosan Bears,,,,
2026-06-30,2.0,Hanwha Eagles,KT Wiz Suwon,AWAY(0),Postp,,0.85,0.5,0.5,,배당↑팀이김 14/14(100%) : KT Wiz Suwon (팀패턴일치: 홈 패 패턴(77%) + 원정 승 패턴(77%) ※정배패턴충돌(정배승 18경기(홈정배))) ※반대신호[슬롯홈] -15% +H2H원정우세(60%n=5),다수결 ↓0 41/56(72%),다수결 ↑1 38/63(60%),다수결 ↑1 31/38(82%),배당↑팀이김 14/14(100%) : KT Wiz Suwon,,,,
2026-06-30,3.0,KIA Tigers,SSG Landers,AWAY(0),HOME(1),0.0,0.667,0.58,0.42,,배당↑팀이김 13/15(87%) : SSG Landers (팀패턴충돌: 홈 승 패턴(79%) + 원정 패 패턴(77%) + 정배패턴일치(정배승 18경기(홈정배))) ※반대신호[홈승79%+원정패77%+슬롯홈] -15% -H2H역상관(홈60%우세),다수결 ↑1 76/84(91%),다수결 ↓0 35/54(63%),다수결 ↑1 41/60(68%),배당↑팀이김 13/15(87%) : SSG Landers,,,,
2026-06-30,4.0,Kiwoom Heroes,LG Twins,HOME(1),HOME(1),1.0,0.55,0.515,0.485,,슬롯정배패턴(역배승 18경기(원정정배)) ※반대신호[홈패77%] -15% -H2H역상관(원정80%우세),다수결 ↓0 43/47(91%),다수결 ↓0 37/48(79%),다수결 ↓0 58/82(73%),불명확 0/0,,,,
2026-06-30,5.0,NC Dinos,Samsung Lions,HOME(1),AWAY(0),0.0,0.5,0.57,0.43,,ML우선(BM불명확) 홈=57% [팀패턴: 홈 승 패턴(77%) (원정 불규칙) ※정배패턴충돌(정배승 18경기(원정정배))] ※반대신호[슬롯원정] -15% -H2H역상관(원정60%우세),다수결 ↑1 38/59(65%),균형(42↑:35↓) → 불규칙,다수결 ↑1 51/75(64%),불명확 0/0,,,,
2026-07-01,1.0,Doosan Bears,Lotte Giants,HOME(1),AWAY(0),0.0,0.817,0.59,0.41,,배당↓팀이김 11/12(92%) : Doosan Bears (팀패턴충돌: 슬롯정배패턴(역배승 18경기(홈정배))) ※반대신호[원정승83%+슬롯원정] -15% +H2H홈우세(80%n=5),다수결 ↑1 50/76(65%),다수결 ↑1 60/83(69%),다수결 ↓0 42/71(59%),배당↓팀이김 11/12(92%) : Doosan Bears,,,,
2026-07-01,2.0,Hanwha Eagles,KT Wiz Suwon,HOME(1),AWAY(0),0.0,0.8,0.58,0.42,,배당↑팀이김 13/13(100%) : Hanwha Eagles (팀패턴충돌: 홈 패 패턴(77%) + 원정 승 패턴(77%) ※정배패턴충돌(정배승 18경기(홈정배))) ※반대신호[원정승77%+홈패77%] -15% -H2H역상관(원정60%우세),다수결 ↓0 41/56(72%),다수결 ↑1 38/63(60%),다수결 ↑1 31/38(82%),배당↑팀이김 13/13(100%) : Hanwha Eagles,,,,
2026-07-01,3.0,KIA Tigers,SSG Landers,HOME(1),AWAY(0),0.0,0.823,0.575,0.425,,배당↓팀이김 12/13(92%) : KIA Tigers (팀패턴 불규칙) ※반대신호[원정승78%] -15% +H2H홈우세(80%n=5),다수결 ↑1 60/86(72%),다수결 ↑1 33/55(62%),균형(27↑:30↓) → 불규칙,배당↓팀이김 12/13(92%) : KIA Tigers,,,,
2026-07-01,4.0,Kiwoom Heroes,LG Twins,AWAY(0),AWAY(0),1.0,0.85,0.46,0.54,,배당↓팀이김 15/15(100%) : LG Twins (팀패턴일치: 홈 패 패턴(77%) + 원정 승 패턴(78%) + 정배패턴일치(정배승 18경기(원정정배))) +H2H원정우세(60%n=5),다수결 ↓0 46/59(74%),다수결 ↑1 54/63(86%),다수결 ↑1 57/91(62%),배당↓팀이김 15/15(100%) : LG Twins,,,,
2026-07-01,5.0,NC Dinos,Samsung Lions,AWAY(0),HOME(1),0.0,0.757,0.505,0.495,,배당↓팀이김 6/7(86%) : Samsung Lions (팀패턴충돌: 홈 승 패턴(77%) + 원정 패 패턴(82%)) ※반대신호[홈승77%+원정패82%] -15% +H2H원정우세(60%n=5),다수결 ↑1 59/80(70%),다수결 ↓0 46/79(60%),균형(32↑:43↓) → 불규칙,배당↓팀이김 6/7(86%) : Samsung Lions,,,,
2026-07-02,1.0,Doosan Bears,Lotte Giants,AWAY(0),HOME(1),0.0,0.733,0.625,0.375,,배당↑팀이김 14/15(93%) : Lotte Giants (팀패턴충돌: 홈 승 패턴(77%) (원정 불규칙) + 정배패턴일치(정배승 18경기(홈정배))) ※반대신호[홈승77%+슬롯홈] -15% -H2H역상관(홈60%우세),다수결 ↑1 55/71(75%),균형(43↑:45↓) → 불규칙,다수결 ↑1 59/99(60%),배당↑팀이김 14/15(93%) : Lotte Giants,,,,
2026-07-02,2.0,Hanwha Eagles,KT Wiz Suwon,HOME(1),HOME(1),1.0,0.5,0.6,0.4,,ML우선(BM불명확) 홈=60% [팀패턴: 홈 패 패턴(79%) (원정 불규칙) ※정배패턴충돌(정배승 18경기(홈정배))] ※반대신호[홈패79%] -15% -H2H역상관(원정60%우세),다수결 ↓0 58/83(70%),균형(40↑:34↓) → 불규칙,다수결 ↑1 33/46(74%),불명확 0/0,,,,
2026-07-02,3.0,KIA Tigers,SSG Landers,HOME(1),HOME(1),1.0,0.55,0.63,0.37,,ML우선(BM불명확) 홈=63% [팀패턴: 팀승패 충돌 (둘 다 패 예측)] ※반대신호[홈패79%] -15% +H2H홈우세(80%n=5),다수결 ↓0 68/89(77%),다수결 ↓0 51/70(72%),균형(27↑:30↓) → 불규칙,불명확 0/0,,,,
2026-07-02,4.0,Kiwoom Heroes,LG Twins,AWAY(0),AWAY(0),1.0,0.605,0.445,0.555,,ML우선(BM불명확) 원정=56% [팀패턴: 홈 패 패턴(78%) + 원정 승 패턴(81%) + 정배패턴일치(정배승 18경기(원정정배))] +H2H원정우세(60%n=5),다수결 ↓0 33/59(59%),다수결 ↑1 70/109(65%),다수결 ↑1 55/85(64%),불명확 0/0,,,,
2026-07-02,5.0,NC Dinos,Samsung Lions,HOME(1),AWAY(0),0.0,0.829,0.535,0.465,,배당↓팀이김 13/14(93%) : NC Dinos (팀패턴충돌: 슬롯정배패턴(정배승 18경기(원정정배))) ※반대신호[홈패81%+슬롯원정] -15% +H2H홈우세(60%n=5),다수결 ↓0 48/80(57%),다수결 ↓0 54/80(69%),다수결 ↑1 76/99(75%),배당↓팀이김 13/14(93%) : NC Dinos,,,,
